source_row_id,company_name,website,linkedin_url,location,primary_industry,company_size,company_type,solar_developer_flag,keyword_flag,utility_check,residential_mention,business_model_fit_score,community_solar_score,lmi_alignment_score,capital_need_score,stage_scale_score,geographic_score,strategic_alignment_score,ecosystem_signal_score,total_score,priority_tier,confidence_level,needs_review,priority_reason,evidence_notes,suggested_linkedin_angle,suggested_target_titles
380,OurEnergy,ourenergyco.com,https://www.linkedin.com/company/ourenergy,"Santa Cruz, California",Services for Renewable Energy,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,6,3,4,2,2,5,2,37,B,medium,True,developer signals present,"[biz] some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [lmi] mission/affordability language (no explicit LMI) | [cap] developer language implies some financing need | [scale] developer implies some repeatability | [geo] US location (Santa Cruz, California) - moderate relevance | [strat] some mission language | [eco] named partnerships",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
418,Reilly Electrical Contractors,gorelco.com,https://www.linkedin.com/company/reilly-electrical-contractor,"Easton, MA",Construction,51-200 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,10,6,0,7,6,4,0,4,37,B,medium,True,developer signals present; meaningful scale,"[biz] installer/contractor industry, some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer at scale implies financing needs | [scale] scale/repeat signals in description, smaller company (51-200) | [geo] high-opportunity state (MA) | [eco] long track record, named partnerships",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
461,Sherman Associates,sherman-associates.com,https://www.linkedin.com/company/sherman-associates,"Minneapolis, Minnesota",Real Estate,"501-1,000 employees",Privately Held,TRUE,TRUE,FALSE,TRUE,18,6,0,4,5,2,0,2,37,B,medium,True,strong developer profile,"[biz] strong developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer language implies some financing need | [scale] developer implies some repeatability, mid-large company (501-1000) | [geo] US location (Minneapolis, Minnesota) - moderate relevance | [eco] named partnerships",Developer-to-developer outreach; reference project pipeline and financing solutions,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets
535,SonLight Power,sonlightpower.org,https://www.linkedin.com/company/sonlight-power,"Milford, Ohio",Renewables & Environment,11-50 employees,Non Profit,TRUE,TRUE,FALSE,TRUE,10,0,6,7,5,2,7,0,37,B,medium,True,developer signals present; mission alignment,"[biz] some developer language | [lmi] LMI/equity language (1 signal) | [cap] developer at scale implies financing needs | [scale] scale/repeat signals in description | [geo] US location (Milford, Ohio) - moderate relevance | [strat] some mission language, nonprofit org type | [eco] no ecosystem signals found",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
367,"NuWatt Energy, LLC",nuwattenergy.com,https://www.linkedin.com/company/nuwatt-energy-llc,"Woburn, Massachusetts",Renewable Energy Power Generation,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,18,6,0,4,2,2,0,4,36,B,medium,True,strong developer profile,"[biz] developer industry, some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer language implies some financing need | [scale] developer implies some repeatability | [geo] US location (Woburn, Massachusetts) - moderate relevance | [eco] media/recognition signals",Developer-to-developer outreach; reference project pipeline and financing solutions,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets
544,Staples Energy,staplesenergy.com,https://www.linkedin.com/company/staples-energy,"Pewaukee, WI",Environmental Services,51-200 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,8,3,6,3,6,2,6,2,36,B,medium,True,developer signals present; meaningful scale,"[biz] commercial/DG signals | [comm] commercial solar signals | [lmi] LMI/equity language (1 signal) | [cap] commercial at scale (weak financing relevance) | [scale] scale/repeat signals in description, smaller company (51-200) | [geo] US location (Pewaukee, WI) - moderate relevance | [strat] community/LMI focus implies mission alignment | [eco] named partnerships",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
547,Strada Ventures LLC,stradanyc.com,https://www.linkedin.com/company/strada-ventures-llc,"Brooklyn, NY",Real Estate,2-10 employees,Self Owned,TRUE,TRUE,FALSE,TRUE,12,0,10,4,0,4,6,0,36,B,low,True,LMI/equity focus; developer signals present,"[biz] strong developer language, self-employed/owned type | [lmi] LMI/equity language (2 signals) | [cap] developer language implies some financing need | [scale] developer implies some repeatability, very small scale penalty | [geo] high-opportunity state (NY) | [strat] community/LMI focus implies mission alignment | [eco] no ecosystem signals found",Lead with energy equity and affordable access angle; ask about LMI project pipeline,VP of Development; CEO; Director of Business Development; CFO
146,Ecoloop,ecoloop.us,https://www.linkedin.com/company/ecoloop-llc,"Danvers, Massachusetts",Renewable Energy Power Generation,51-200 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,18,6,0,4,3,2,0,2,35,B,medium,False,strong developer profile,"[biz] developer industry, some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer language implies some financing need | [scale] developer implies some repeatability, smaller company (51-200) | [geo] US location (Danvers, Massachusetts) - moderate relevance | [eco] named partnerships",Developer-to-developer outreach; reference project pipeline and financing solutions,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets
289,K2 Development Companies,k2dci.com,https://www.linkedin.com/company/k2-development-company-inc-,"Redding, CA",Real Estate,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,6,3,4,0,4,5,0,35,B,medium,True,developer signals present,"[biz] some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [lmi] mission/affordability language (no explicit LMI) | [cap] developer language implies some financing need | [scale] developer implies some repeatability, very small scale penalty | [geo] high-opportunity state (CA) | [strat] some mission language | [eco] no ecosystem signals found",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
407,PV Squared Solar,pvsquared.coop,https://www.linkedin.com/company/pvsquared,"Greenfield, MA",Services for Renewable Energy,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,6,0,4,2,4,0,6,35,B,medium,False,developer signals present,"[biz] some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer language implies some financing need | [scale] developer implies some repeatability | [geo] high-opportunity state (MA) | [eco] media/recognition signals, named partnerships",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
